action_taken,action_taken_name,agency_code,agency_abbr,agency_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,applicant_race_name_1,applicant_race_name_2,applicant_race_name_3,applicant_race_name_4,applicant_race_name_5,applicant_sex,applicant_sex_name,application_date_indicator,as_of_year,census_tract_number,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,co_applicant_race_name_1,co_applicant_race_name_2,co_applicant_race_name_3,co_applicant_race_name_4,co_applicant_race_name_5,co_applicant_sex,co_applicant_sex_name,county_code,county_name,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_name_1,denial_reason_name_2,denial_reason_name_3,edit_status,edit_status_name,hoepa_status,hoepa_status_name,lien_status,lien_status_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,msamd,msamd_name,owner_occupancy,owner_occupancy_name,preapproval,preapproval_name,property_type,property_type_name,purchaser_type,purchaser_type_name,respondent_id,sequence_number,state_code,state_abbr,state_name,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,minority_population,population,rate_spread,tract_to_msamd_income
1,Loan originated,1,OCC,Office of the Comptroller of the Currency,2,Not Hispanic or Latino,51,5,,,,,White,,,,,2,Female,0,2016,0510.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,69,Ontario County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,40380,Rochester - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,16-1237621,0000326,36,NY,New York,68100,84,913,605,6.409999847412109,2919,,115.97000122070312
5,File closed for incompleteness,9,CFPB,Consumer Financial Protection Bureau,3,"Information not provided by applicant in mail, Internet, or telephone application",,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2016,0047.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,47,Kings County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0002735146,0025967,36,NY,New York,72600,526,165,203,49.54999923706055,1445,,168.47999572753906
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,213,5,,,,,White,,,,,1,Male,0,2016,1477.02,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,103,Suffolk County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000008116,0000745,36,NY,New York,106200,404,2037,1560,6.349999904632568,5011,,93.93000030517578
2,Application approved but not accepted,5,NCUA,National Credit Union Administration,1,Hispanic or Latino,113,5,,,,,White,,,,,2,Female,0,2016,1475.01,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,103,Suffolk County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000017914,0000522,36,NY,New York,106200,125,2332,2123,12.119999885559082,7857,,95.47000122070312
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,429,5,,,,,White,,,,,1,Male,0,2016,0115.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,119,Westchester County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000852218,0117488,36,NY,New York,72600,1108,1151,761,45.31999969482422,4916,,91.06999969482422
1,Loan originated,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,46,5,,,,,White,,,,,1,Male,0,2016,4013.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,73,Orleans County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,4,FSA/RHS-guaranteed,40380,Rochester - NY,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0002888798,0053716,36,NY,New York,68100,101,2207,1682,6.360000133514404,4873,,100.77999877929688
3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,78,5,,,,,White,,,,,1,Male,0,2016,0596.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,47,Kings County,9,,,Other,,,,,2,Not a HOEPA loan,1,Secured by a first lien,2,Home improvement,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,11-3019327,0000428,36,NY,New York,72600,300,497,578,15.220000267028809,2306,,76.95999908447266
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,133,5,,,,,White,,,,,1,Male,0,2016,1583.20,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,103,Suffolk County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000008116,0002213,36,NY,New York,106200,160,1465,1817,19.709999084472656,6247,,95.37999725341797
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,54,5,,,,,White,,,,,1,Male,0,2016,1702.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,103,Suffolk County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000451965,0343878,36,NY,New York,106200,282,3870,2206,10.869999885559082,5748,,82.41000366210938
3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,33,5,,,,,White,,,,,1,Male,0,2016,0152.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,71,Orange County,3,,,Credit history,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,0,Loan was not originated or was not sold in calendar year covered by register,20-0193314,0000192,36,NY,New York,72600,30,3098,2696,30.059999465942383,9508,,147.32000732421875
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,81,5,,,,,White,,,,,2,Female,0,2016,0115.04,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,55,Monroe County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,40380,Rochester - NY,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",7776400006,0008847,36,NY,New York,68100,225,2321,2292,8.34000015258789,6317,,158.7100067138672
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,46,5,,,,,White,,,,,1,Male,0,2016,0362.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,47,Kings County,3,9,,Credit history,Other,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000852218,0057206,36,NY,New York,72600,132,882,348,64.30000305175781,4204,,41.18000030517578
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,125,5,,,,,White,,,,,2,Female,0,2016,1108.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,103,Suffolk County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000008116,0002580,36,NY,New York,106200,353,880,711,5.739999771118164,2090,,134.99000549316406
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,202,5,,,,,White,,,,,1,Male,0,2016,1697.01,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,103,Suffolk County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,2,Home improvement,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000017914,0000588,36,NY,New York,106200,150,3195,2488,8.90999984741211,7719,,115.51000213623047
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,51,5,,,,,White,,,,,1,Male,0,2016,0687.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,81,Queens County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0003303298,0001904,36,NY,New York,72600,184,756,791,65.79000091552734,4630,,110.51000213623047
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,52,5,,,,,White,,,,,1,Male,0,2016,0107.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,55,Monroe County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,40380,Rochester - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,16-0964023,0000364,36,NY,New York,68100,115,1608,1410,10.210000038146973,3447,,93.97000122070312
3,Application denied by financial institution,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,73,5,,,,,White,,,,,2,Female,0,2016,0113.00,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,67,Onondaga County,3,9,,Credit history,Other,,,,2,Not a HOEPA loan,3,Not secured by a lien,2,Home improvement,1,Conventional,45060,Syracuse - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000003025,0002459,36,NY,New York,69200,11,1092,894,3.380000114440918,2573,,111.0199966430664
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,62,5,,,,,White,,,,,2,Female,0,2016,1594.12,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,103,Suffolk County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000008116,0001060,36,NY,New York,106200,157,2497,2314,10.279999732971191,7928,,102.16999816894531
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,107,5,,,,,White,,,,,2,Female,0,2016,1697.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,103,Suffolk County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000451965,0216045,36,NY,New York,106200,200,3195,2488,8.90999984741211,7719,,115.51000213623047
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,2988,5,,,,,White,,,,,1,Male,0,2016,0086.02,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,119,Westchester County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0004114567,0002350,36,NY,New York,72600,2680,1313,1260,24.780000686645508,5657,,318.739990234375
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,40,5,,,,,White,,,,,1,Male,0,2016,0134.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,55,Monroe County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,40380,Rochester - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),26-4599244,0117157,36,NY,New York,68100,70,1590,1160,7.809999942779541,3456,01.67,117.9800033569336
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2016,0142.00,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,67,Onondaga County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,45060,Syracuse - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000451965,0023557,36,NY,New York,69200,89,1639,1291,11.960000038146973,3837,,72.87999725341797
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,183,5,,,,,White,,,,,2,Female,0,2016,5197.03,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,59,Nassau County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000008116,0001441,36,NY,New York,106200,450,1224,1084,17.020000457763672,3620,,128.80999755859375
4,Application withdrawn by applicant,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,122,5,,,,,White,,,,,1,Male,0,2016,1587.11,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,103,Suffolk County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000451965,0443956,36,NY,New York,106200,206,1542,1560,31.479999542236328,5277,,88.7300033569336
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,170,5,,,,,White,,,,,2,Female,2,2016,0069.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,119,Westchester County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000852218,0247357,36,NY,New York,72600,392,1689,1592,17.200000762939453,5890,,251.02000427246094
1,Loan originated,7,HUD,Department of Housing and Urban Development,3,"Information not provided by applicant in mail, Internet, or telephone application",49,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2016,0061.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,55,Monroe County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,3,VA-guaranteed,40380,Rochester - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),7197000003,0130646,36,NY,New York,68100,79,1220,963,16.190000534057617,2353,,101.80000305175781
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,65,5,,,,,White,,,,,1,Male,0,2016,0402.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,11,Cayuga County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000451965,0179430,36,NY,New York,58900,104,2392,1907,3.690000057220459,4743,,119.94000244140625
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,96,5,,,,,White,,,,,2,Female,0,2016,1354.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,103,Suffolk County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,0000008116,0001622,36,NY,New York,106200,190,1951,1592,13.010000228881836,6418,,111.01000213623047
1,Loan originated,1,OCC,Office of the Comptroller of the Currency,2,Not Hispanic or Latino,117,5,,,,,White,,,,,1,Male,0,2016,2010.04,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,103,Suffolk County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,35004,"Nassau County, Suffolk County - NY",2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000013126,0000161,36,NY,New York,106200,525,3556,1197,20.510000228881836,3326,,76.4800033569336
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,0,2016,0511.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,47,Kings County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",3,Not applicable,3,Not applicable,3,Multifamily dwelling,0,Loan was not originated or was not sold in calendar year covered by register,0000852218,0386965,36,NY,New York,72600,5500,198,190,74.41999816894531,3933,,43.59000015258789
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,207,5,,,,,White,,,,,1,Male,0,2016,0502.01,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",69,Ontario County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,40380,Rochester - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,06-0800610,0000145,36,NY,New York,68100,196,2134,1855,6.610000133514404,6192,,95.43000030517578
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,,5,,,,,White,,,,,1,Male,0,2016,0141.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,55,Monroe County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,40380,Rochester - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",11-3217224,0000219,36,NY,New York,68100,158,1442,1260,14.59000015258789,3757,,108.58999633789062
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,140,5,,,,,White,,,,,2,Female,0,2016,0013.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,109,Tompkins County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,27060,Ithaca - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000068322,0000523,36,NY,New York,69000,300,2466,1355,29.56999969482422,6209,,147.97999572753906
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,919,5,,,,,White,,,,,1,Male,0,2016,1905.02,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,103,Suffolk County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35004,"Nassau County, Suffolk County - NY",2,Not owner-occupied as a principal dwelling,1,Preapproval was requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000476810,0114318,36,NY,New York,106200,1000,2665,918,27.469999313354492,2537,,105.16000366210938
6,Loan purchased by the institution,7,HUD,Department of Housing and Urban Development,4,Not applicable,86,7,,,,,Not applicable,,,,,4,Not applicable,2,2016,0376.00,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,81,Queens County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,2,FHA-insured,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),11-3412303,0038270,36,NY,New York,72600,350,2081,1487,99.5,5598,,110.13999938964844
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,174,5,,,,,White,,,,,2,Female,0,2016,0113.02,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,55,Monroe County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,40380,Rochester - NY,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",16-1566654,0001518,36,NY,New York,68100,195,2001,1881,6.170000076293945,5576,,143.99000549316406
4,Application withdrawn by applicant,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,,5,,,,,White,,,,,1,Male,0,2016,0129.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,67,Onondaga County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,3,VA-guaranteed,45060,Syracuse - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000619877,0125147,36,NY,New York,69200,61,1043,346,15.010000228881836,2572,,67.54000091552734
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,136,5,,,,,White,,,,,2,Female,0,2016,1349.04,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,103,Suffolk County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000008116,0001236,36,NY,New York,106200,215,2002,1684,11.1899995803833,6711,,118.7300033569336
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,1,Hispanic or Latino,55,5,,,,,White,,,,,1,Male,2,2016,1112.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,103,Suffolk County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000451965,1045029,36,NY,New York,106200,170,1080,700,61.36000061035156,3791,,82.79000091552734
6,Loan purchased by the institution,7,HUD,Department of Housing and Urban Development,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2016,1529.01,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,81,Queens County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),13-6131491,0019692,36,NY,New York,72600,473,2348,1740,60.79999923706055,6401,,116.87999725341797
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,136,5,,,,,White,,,,,1,Male,0,2016,0113.01,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,55,Monroe County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,40380,Rochester - NY,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",16-1566654,0002258,36,NY,New York,68100,251,2585,2468,7.199999809265137,7878,,153.25
5,File closed for incompleteness,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,,5,,,,,White,,,,,1,Male,0,2016,0291.04,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,85,Richmond County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,3,VA-guaranteed,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,22-3039688,0195513,36,NY,New York,72600,379,2477,2077,34.27000045776367,6735,,121.51000213623047
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,160,5,,,,,White,,,,,2,Female,0,2016,5214.00,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,59,Nassau County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000004735,0005172,36,NY,New York,106200,320,2196,1981,5.960000038146973,6562,,140.6699981689453
3,Application denied by financial institution,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,,3,,,,,Black or African American,,,,,1,Male,0,2016,1583.10,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,103,Suffolk County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,3,VA-guaranteed,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000013303,0010288,36,NY,New York,106200,383,1581,1348,14.529999732971191,4473,,67.52999877929688
